상가업소번호,상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,도로명주소
MA010120220803767899,감천식당,,음식,한식,백반/한정식,서울특별시 광진구 긴고랑로 22
MA010120220803767901,뺑드미,,음식,기타 간이,빵/도넛,서울특별시 광진구 영화사로 45
MA010120220803750888,오마니순대,,음식,한식,국/탕/찌개류,서울특별시 광진구 광나루로56길 85
MA010120220803740223,바젤,,소매,시계·귀금속 소매,시계/귀금속 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803745402,춘향골남원추어탕,,음식,한식,국/탕/찌개류,서울특별시 광진구 강변역로4길 34
MA010120220803745705,쭈꾸미숯불구이,,음식,한식,횟집,서울특별시 광진구 자양로13길 9
MA010120220803729524,동일사부동산,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 뚝섬로22길 28
MA010120220803745843,장스뷰티샵,,수리·개인,이용·미용,피부 관리실,서울특별시 광진구 구의강변로7길 11
MA010120220803729550,서울기획,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,서울특별시 광진구 자양로5길 13
MA010120220803735251,모두랑,,음식,주점,요리 주점,서울특별시 광진구 능동로43길 5
MA010120220803745626,조은에너지,,수리·개인,기타 가정용품 수리,그 외 기타 개인/가정용품 수리업,서울특별시 광진구 구의로16길 11
MA010120220803745944,둘리호프,,음식,주점,요리 주점,서울특별시 광진구 능동로 317
MA010120220803745945,우리노래방,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 면목로 113-1
MA010120220803729692,잼,,소매,섬유·의복·신발 소매,가방 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803729820,짱구패션,,소매,섬유·의복·신발 소매,기타 의류 소매업,서울특별시 광진구 자양로11길 66
MA010120220803735703,M.칼라스,,숙박,일반 숙박,여관/모텔,서울특별시 광진구 천호대로 679
MA010120220803746165,BS헤어갤러리,,수리·개인,이용·미용,미용실,서울특별시 광진구 동일로20길 72
MA010120220803729990,영이테크,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803768574,피자스쿨,,음식,기타 간이,피자,서울특별시 광진구 자양로 294
MA010120220803730140,세사리빙,,소매,섬유·의복·신발 소매,침구류/커튼 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803730143,이화헤어뉴스,,수리·개인,이용·미용,미용실,서울특별시 광진구 광장로 71-1
MA010120220803740817,타워공인중개사,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 뚝섬로33길 45
MA010120220803741124,행복노래방,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 답십리로 388
MA010120220803746304,구의옷집,,소매,섬유·의복·신발 소매,기타 의류 소매업,서울특별시 광진구 구의로4길 8
MA010120220803746309,제주돈네,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 뚝섬로27길 38
MA010120220803746312,바다생각,,음식,한식,횟집,서울특별시 광진구 군자로 38
MA010120220803740892,즐거운컴퓨터,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 군자로 70
MA010120220803740895,마이홈공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 용마산로7길 20
MA010120220803746388,꼬메노,,음식,비알코올 ,카페,서울특별시 광진구 군자로7길 29
MA010120220803746389,남원진추어탕,,음식,한식,국/탕/찌개류,서울특별시 광진구 자양로32길 89
MA010120220803730288,안경라인안경원,,소매,안경·정밀기기 소매,안경렌즈 소매업,서울특별시 광진구 면목로 195-1
MA010120220803736131,해피통신,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803741321,초연미용실,,수리·개인,이용·미용,미용실,서울특별시 광진구 뚝섬로36가길 32
MA010120220803746182,뉴타운부동산,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 긴고랑로 89
MA010120220803730459,고흥순대국,,음식,한식,국/탕/찌개류,서울특별시 광진구 아차산로34길 26
MA010120220803741662,엄마손반찬,,소매,식료품 소매,반찬/식료품 소매업,서울특별시 광진구 긴고랑로9길 16-1
MA010120220803741422,헤라모텔,,숙박,일반 숙박,여관/모텔,서울특별시 광진구 동일로 335
MA010120220803741427,홍어마을,,음식,한식,횟집,서울특별시 광진구 자양로18길 91
MA010120220803741428,코튼씨앤씨,,소매,섬유·의복·신발 소매,침구류/커튼 소매업,서울특별시 광진구 자양로13길 78
MA010120220803746295,도미노피자구의,,음식,기타 간이,피자,서울특별시 광진구 광나루로 562
MA010120220803746629,서부자동차공업사,,수리·개인,자동차 수리·세차,자동차 정비소,서울특별시 광진구 능동로 426-1
MA010120220803741527,용문집,,음식,한식,백반/한정식,서울특별시 광진구 뚝섬로30길 44
MA010120220803746733,와와노래방,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 뚝섬로 514
MA010120220803730294,송파아쿠아,,소매,음료 소매,생수/음료 소매업,서울특별시 광진구 자양로37길 3
MA010120220803730712,청음,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803730721,남양,,수리·개인,이용·미용,미용실,서울특별시 광진구 자양로22길 12
MA010120220803730727,르네상스미용실,,수리·개인,이용·미용,미용실,서울특별시 광진구 뚝섬로30길 7
MA010120220803730434,영호,,수리·개인,이용·미용,미용실,서울특별시 광진구 뚝섬로32길 13
MA010120220803741332,디지털하우스,,소매,가전·통신 소매,가전제품 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803746527,삼삼이네,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 면목로 203
MA010120220803746856,수빈식당,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 뚝섬로52라길 29
MA010120220803836749,강변회관,,음식,한식,백반/한정식,서울특별시 광진구 강변역로 50
MA010120220803831482,옥돌식당,,음식,한식,백반/한정식,서울특별시 광진구 긴고랑로36길 24
MA010120220803831484,현대유리,,소매,기타 생활용품 소매,주방/가정용품 소매업,서울특별시 광진구 긴고랑로30길 7
MA010120220803831488,삼일이용,,수리·개인,이용·미용,미용실,서울특별시 광진구 긴고랑로36길 49
MA010120220803815608,나래문화사,,시설관리·임대,사무 지원,복사업,서울특별시 광진구 광나루로 424
MA010120220803775170,드림펫동물병원,,과학·기술,수의,동물병원,서울특별시 광진구 능동로 407
MA010120220803779842,빨래방,,수리·개인,세탁,셀프 빨래방,서울특별시 광진구 긴고랑로 130
MA010120220803752967,메디포유,,소매,의약·화장품 소매,의료기기 소매업,서울특별시 광진구 구의강변로 99
MA010120220803764277,알파씨앤씨,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803764278,복,,음식,비알코올 ,카페,서울특별시 광진구 능동로 320
MA010120220803764280,P.M.K박미경헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 구의로 56
MA010120220803758465,미래공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 동일로24길 13
MA010120220803764306,그린디자인,,수리·개인,기타 가정용품 수리,그 외 기타 개인/가정용품 수리업,서울특별시 광진구 뚝섬로22길 5
MA010120220803770056,연주광고,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,서울특별시 광진구 뚝섬로52가길 37
MA010120220803770038,이큐당구클럽,,예술·스포츠,스포츠 서비스,당구장,서울특별시 광진구 능동로 91
MA010120220803770492,B모터스,,수리·개인,자동차 수리·세차,자동차 정비소,서울특별시 광진구 동일로 286
MA010120220803753365,블루클럽테크노마트점,,수리·개인,이용·미용,미용실,서울특별시 광진구 광나루로56길 85
MA010120220803770514,커피트레인,,음식,비알코올 ,카페,서울특별시 광진구 자양로13가길 2
MA010120220803753379,찬호헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 용마산로7길 59
MA010120220803758930,나우휘트니스,,예술·스포츠,스포츠 서비스,헬스장,서울특별시 광진구 자양로22길 24
MA010120220803759640,건대지하철약국,,소매,의약·화장품 소매,약국,서울특별시 광진구 능동로 110
MA010120220803770875,미래컨설팅,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 아차산로 511
MA010120220803771198,리엔데코,,소매,중고 상품 소매,중고 상품 소매업,서울특별시 광진구 자양로 135
MA010120220803753733,Pro257,,소매,의약·화장품 소매,화장품 소매업,서울특별시 광진구 자양번영로 34
MA010120220803753747,코코호도,,음식,기타 간이,빵/도넛,서울특별시 광진구 뚝섬로 634
MA010120220803765263,진은,,수리·개인,세탁,세탁소,서울특별시 광진구 용마산로21길 58
MA010120220803765266,세븐일레븐화양가중공원길정,,소매,종합 소매,편의점,서울특별시 광진구 군자로 27
MA010120220803760128,다빈치의류리폼,,수리·개인,기타 가정용품 수리,의류/이불 수선업,서울특별시 광진구 아차산로40길 9-1
MA010120220803760134,VIP노래연습장,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 긴고랑로 106
MA010120220803766014,고투콜라허브미,,수리·개인,이용·미용,미용실,서울특별시 광진구 아차산로55길 44
MA010120220803766017,주은슈즈,,소매,섬유·의복·신발 소매,신발 소매업,서울특별시 광진구 동일로20길 88
MA010120220803766018,신한벽지,,소매,철물·건설자재 소매,벽지/장판/마루 소매업,서울특별시 광진구 자양로32길 44
MA010120220803766022,장수칡냉면,,음식,한식,냉면/밀면,서울특별시 광진구 능동로38길 3
MA010120220803777275,은하상사,,소매,의약·화장품 소매,의료기기 소매업,서울특별시 광진구 긴고랑로 160
MA010120220803760201,건국AMC구내이용,,수리·개인,이용·미용,미용실,서울특별시 광진구 능동로 90
MA010120220803766076,세븐일레븐구의,,소매,종합 소매,편의점,서울특별시 광진구 자양로 247
MA010120220803766078,미소야,,음식,일식,일식 카레/돈가스/덮밥,서울특별시 광진구 구의강변로 106
MA010120220803772093,더블에스글로벌,,소매,섬유·의복·신발 소매,남성 의류 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803766510,현진인테리어,,소매,철물·건설자재 소매,벽지/장판/마루 소매업,서울특별시 광진구 구의로 59
MA010120220803755068,GS25광진파크,,소매,종합 소매,편의점,서울특별시 광진구 동일로30길 28
MA010120220803766975,하목,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 광나루로 532
MA010120220803766977,탑건샵,,소매,오락용품 소매,장난감 소매업,서울특별시 광진구 능동로8길 22
MA010120220803755423,알에스카메라,,소매,안경·정밀기기 소매,사진기/기타 광학기기 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803755430,두리문화사,,시설관리·임대,사무 지원,복사업,서울특별시 광진구 광나루로24길 15
MA010120220803766999,한밥,,음식,한식,백반/한정식,서울특별시 광진구 구의로 20
MA010120220803755793,맥스토탈휘트니스,,예술·스포츠,스포츠 서비스,헬스장,서울특별시 광진구 아차산로 241
MA010120220803755798,뱅뱅노래연습장,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 아차산로51길 36-1
MA010120220803755801,조은부동산공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 능동로40길 23
MA010120220803761404,엣지헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 아차산로 417
MA010120220803761408,한일상회,,소매,섬유·의복·신발 소매,기타 의류 소매업,서울특별시 광진구 답십리로 368
MA010120220803761415,본죽군자역점,,음식,한식,백반/한정식,서울특별시 광진구 능동로 285
MA010120220803767369,이디도커피,,음식,비알코올 ,카페,서울특별시 광진구 자양로18길 12-4
MA010120220803750373,지엔비커뮤니케이션,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,서울특별시 광진구 능동로39길 3
MA010120220803750375,롯데공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 자양로4길 39
MA010120220803761791,도고헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 능동로13길 22
MA010120220803761802,호일통신,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803767732,씨에프세탁소,,수리·개인,세탁,세탁소,서울특별시 광진구 동일로2길 46
MA010120220803750727,또모꼬치킨호프,,음식,주점,요리 주점,서울특별시 광진구 용마산로6길 7
MA010120220803768090,지오지아엔터식스강변,,소매,섬유·의복·신발 소매,남성 의류 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803762238,만나공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 용마산로 45
MA010120220803762598,쏘울,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803757721,미래하우스,,수리·개인,기타 가정용품 수리,그 외 기타 개인/가정용품 수리업,서울특별시 광진구 긴고랑로8길 9
MA010120220803774223,중독족발,,음식,한식,족발/보쌈,서울특별시 광진구 아차산로29길 47
MA010120220803778997,오드디자인,,과학·기술,전문 디자인,시각 디자인업,서울특별시 광진구 아차산로46나길 8-4
MA010120220803779005,부리또삐아,,음식,서양식,기타 서양식 음식점,서울특별시 광진구 능동로16길 51
MA010120220803763170,친구네,,음식,한식,백반/한정식,서울특별시 광진구 영화사로 5-6
MA010120220803763174,정약국,,소매,의약·화장품 소매,약국,서울특별시 광진구 자양로26길 8
MA010120220803752041,엘엔케이건축사사무소,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,서울특별시 광진구 능동로40길 10-4
MA010120220803798246,티아이시스템,,시설관리·임대,시설관리,사업시설 유지·관리 서비스업,서울특별시 광진구 천호대로 604
MA010120220803811431,이브미용실,,수리·개인,이용·미용,미용실,서울특별시 광진구 능동로3길 63
MA010120220803811447,그랜드약국,,소매,의약·화장품 소매,약국,서울특별시 광진구 아차산로29길 55
MA010120220803799841,법무법인단천,,과학·기술,법무관련 ,변호사,서울특별시 광진구 자양로 129
MA010120220803799481,케이에이치알,,시설관리·임대,고용 알선,임시/일용 인력 공급업,서울특별시 광진구 천호대로132길 15
MA010120220803800007,퍼스트피알,,과학·기술,광고,광고 대행업,서울특별시 광진구 용마산로 115
MA010120220803807532,어머니구판장,,소매,종합 소매,슈퍼마켓,서울특별시 광진구 군자로 163
MA010120220803807535,성동오토바이,,수리·개인,모터사이클 수리,모터사이클 수리업,서울특별시 광진구 면목로 95
MA010120220803807538,멋샘미용실,,수리·개인,이용·미용,미용실,서울특별시 광진구 뚝섬로36길 49
MA010120220803794213,한국아동국악교육협회,,교육,기타 교육,그 외 기타 교육기관,서울특별시 광진구 능동로24길 80
MA010120220803807555,태성당,,소매,시계·귀금속 소매,시계/귀금속 소매업,서울특별시 광진구 뚝섬로 631
MA010120220803807558,대명이용,,수리·개인,이용·미용,미용실,서울특별시 광진구 아차산로 343
MA010120220803807560,종로미용실,,수리·개인,이용·미용,미용실,서울특별시 광진구 능동로43길 6
MA010120220803807566,영주머리방,,수리·개인,이용·미용,미용실,서울특별시 광진구 긴고랑로36길 35
MA010120220803808106,쪼아닭강정,,음식,기타 간이,치킨,서울특별시 광진구 긴고랑로 115
MA010120220803808109,미도미용실,,수리·개인,이용·미용,미용실,서울특별시 광진구 긴고랑로 149
MA010120220803808384,홍콩,,음식,중식,중국집,서울특별시 광진구 영화사로 88
MA010120220803794780,동화콘텐츠문화원,,교육,교육 지원,교육컨설팅업,서울특별시 광진구 능동로 266
MA010120220803795038,현대오일뱅크직영중곡현대주유소,,소매,연료 소매,주유소,서울특별시 광진구 동일로 435
MA010120220803808272,지엠구조,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,서울특별시 광진구 광나루로56길 85
MA010120220803808565,김미라헤어콜렉션,,수리·개인,이용·미용,미용실,서울특별시 광진구 동일로24길 18
MA010120220803808571,오돈오리삼겹,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 뚝섬로 741
MA010120220803801038,광진구주이배,,교육,일반 교육,입시·교과학원,서울특별시 광진구 광나루로 603
MA010120220803801042,포스원정보통신,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 동일로22길 71
MA010120220803801048,오푸로구조기술사사무소,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,서울특별시 광진구 능동로40길 13
MA010120220803808582,쭈꾸미구이,,음식,한식,해산물 구이/찜,서울특별시 광진구 용마산로 58
MA010120220803795518,이은재어학원,,교육,일반 교육,입시·교과학원,서울특별시 광진구 아차산로 478
MA010120220803809002,럭키지물포,,소매,철물·건설자재 소매,벽지/장판/마루 소매업,서울특별시 광진구 용마산로6길 16
MA010120220803809484,예성전자,,수리·개인,가전제품 수리,가전제품 수리업,서울특별시 광진구 광나루로56길 85
MA010120220803796529,대한컴퓨터샵,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803809955,김준머리쟁이,,수리·개인,이용·미용,미용실,서울특별시 광진구 자양로30길 75
MA010120220803810308,한솔인테리어,,과학·기술,전문 디자인,인테리어 디자인업,서울특별시 광진구 뚝섬로 476-20
MA010120220803797213,은새전자,,소매,가전·통신 소매,가전제품 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803803088,플렛코퍼레이션,,과학·기술,광고,광고물 설계/제작업,서울특별시 광진구 아차산로78길 44
MA010120220803810816,큐,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 동일로20길 116
MA010120220803810822,자양지물포,,소매,철물·건설자재 소매,벽지/장판/마루 소매업,서울특별시 광진구 자양번영로5길 7
MA010120220803791081,성일경영,,시설관리·임대,고용 알선,임시/일용 인력 공급업,서울특별시 광진구 아차산로49길 25
MA010120220803779972,투썸플레이스동서울터미널,,음식,비알코올 ,카페,서울특별시 광진구 강변역로 50
MA010120220803780228,건국문화사,,시설관리·임대,사무 지원,복사업,서울특별시 광진구 광나루로24길 12
MA010120220803779983,마루샤브,,음식,한식,백반/한정식,서울특별시 광진구 아차산로 355
MA010120220803780346,문화기획연구소'청춘스토리',,과학·기술,광고,광고 대행업,서울특별시 광진구 아차산로 355
MA010120220803776044,비앤씨피부과의원,,보건의료,의원,피부/비뇨기과 의원,서울특별시 광진구 아차산로 219
MA010120220803775858,진컴퍼니,,수리·개인,컴퓨터 수리,컴퓨터/노트북/프린터 수리업,서울특별시 광진구 광나루로56길 85
MA010120220803776130,오라클피부과의원,,보건의료,의원,피부/비뇨기과 의원,서울특별시 광진구 광나루로56길 29
MA010120220803776138,리퓨어피부과의원,,보건의료,의원,피부/비뇨기과 의원,서울특별시 광진구 아차산로 237
MA010120220803776470,SB원룸텔,,숙박,기타 숙박,기숙사/고시원,서울특별시 광진구 광나루로 394
MA010120220803776480,신환건축,,수리·개인,기타 가정용품 수리,그 외 기타 개인/가정용품 수리업,서울특별시 광진구 답십리로86길 20
MA010120220803777302,호식이두마리치킨화양점,,음식,기타 간이,치킨,서울특별시 광진구 군자로7길 3
MA010120220803777310,윤디자인,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,서울특별시 광진구 자양번영로4길 5-1
MA010120220803781718,케이-모터스자동차수리,,수리·개인,자동차 수리·세차,자동차 정비소,서울특별시 광진구 긴고랑로 40
MA010120220803773137,오토타임,,소매,시계·귀금속 소매,시계/귀금속 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803778019,시래마을,,음식,한식,백반/한정식,서울특별시 광진구 아차산로 431
MA010120220803778377,엔케이플러스,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803773260,청도양꼬치,,음식,중식,중국집,서울특별시 광진구 동일로18길 69
MA010120220803778472,양지헤어샵,,수리·개인,이용·미용,미용실,서울특별시 광진구 자양로37길 4
MA010120220803773678,그랑프리안경위드렌즈,,소매,안경·정밀기기 소매,안경렌즈 소매업,서울특별시 광진구 면목로 114
MA010120220803773681,파리바게뜨강변프라임점,,음식,기타 간이,빵/도넛,서울특별시 광진구 광나루로56길 29
MA010120220803778210,타이어프로잠실대교점,,수리·개인,자동차 수리·세차,자동차 정비소,서울특별시 광진구 자양로 67
MA010120220803733029,배달쑥뜸연구소,,소매,기타 생활용품 소매,주방/가정용품 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803738336,투다리,,음식,주점,요리 주점,서울특별시 광진구 동일로 278
MA010120220803749049,클라이밍센터,,교육,기타 교육,요가/필라테스 학원,서울특별시 광진구 자양로 120
MA010120220803738362,삼정화학ENG,,시설관리·임대,청소·방제,산업설비; 운송장비 및 공공장소 청소업,서울특별시 광진구 천호대로 670
MA010120220803743475,홈타운공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 능동로4길 37
MA010120220803748730,현주공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 능동로50길 37
MA010120220803735857,대봉숯불갈비,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 능동로36길 32
MA010120220803756380,해맑은동물병원,,과학·기술,수의,동물병원,서울특별시 광진구 뚝섬로 670
MA010120220803740396,스타시티로엠,,소매,섬유·의복·신발 소매,여성 의류 소매업,서울특별시 광진구 아차산로 262
MA010120220803735209,서비헤어스타일,,수리·개인,이용·미용,미용실,서울특별시 광진구 능동로 277
MA010120220803735215,솔로몬식기세척기강남,,소매,기타 생활용품 소매,주방/가정용품 소매업,서울특별시 광진구 자양번영로1길 23
MA010120220803740415,리안헤어어린이대공원역점,,수리·개인,이용·미용,미용실,서울특별시 광진구 능동로 179-1
MA010120220803740237,조선부뚜막,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 아차산로33길 19
MA010120220803740242,칠산사우나이용원,,수리·개인,이용·미용,미용실,서울특별시 광진구 자양로 135
MA010120220803740243,라이프인,,소매,철물·건설자재 소매,기타 건설/건축자재 소매업,서울특별시 광진구 자양로35길 15
MA010120220803740253,제일음향,,소매,가전·통신 소매,가전제품 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803768215,숯불꼬치바베큐,,음식,주점,요리 주점,서울특별시 광진구 군자로 93
MA010120220803751211,해연오,,예술·스포츠,도서관·사적지,독서실/스터디 카페,서울특별시 광진구 뚝섬로40길 30
MA010120220803751217,거성카메라,,소매,안경·정밀기기 소매,사무기기 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803756714,포그니노래연습장,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 동일로18길 78
MA010120220803745650,플러그,,소매,섬유·의복·신발 소매,가방 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803729723,젬스,,소매,시계·귀금속 소매,시계/귀금속 소매업,서울특별시 광진구 자양로15길 14
MA010120220803740584,테라시스템,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803735421,천안상회,,소매,섬유·의복·신발 소매,신발 소매업,서울특별시 광진구 용마산로8나길 31
MA010120220803768583,태후사랑,,소매,의약·화장품 소매,화장품 소매업,서울특별시 광진구 아차산로 503-23
MA010120220803751221,원앙떡방아간,,음식,기타 간이,떡/한과,서울특별시 광진구 동일로10길 23
MA010120220803751575,장재호세무회계사무소,,과학·기술,회계·세무,세무사,서울특별시 광진구 천호대로 569
MA010120220803757031,한국공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 천호대로127길 26
MA010120220803757038,오렌즈아이스퀘어안경,,소매,안경·정밀기기 소매,안경렌즈 소매업,서울특별시 광진구 천호대로 647
MA010120220803741152,이가네오리불고기,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 능동로53길 5
MA010120220803729863,렌탈친구사이,,시설관리·임대,가정용품 대여,스포츠/레크리에이션 용품 대여업,서울특별시 광진구 긴고랑로16길 71
MA010120220803735743,뉴스카이정보통신,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 영화사로 8
MA010120220803735746,테마미용실,,수리·개인,이용·미용,미용실,서울특별시 광진구 자양로53길 114
MA010120220803735753,시굴청국장,,음식,한식,국/탕/찌개류,서울특별시 광진구 용마산로2길 5
MA010120220803751918,국제전자,,소매,가전·통신 소매,가전제품 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803751922,브레드,,음식,기타 간이,빵/도넛,서울특별시 광진구 동일로70길 52
MA010120220803751924,채선당,,음식,한식,백반/한정식,서울특별시 광진구 아차산로 563
MA010120220803757399,아일랜드유끼,,음식,주점,생맥주 전문,서울특별시 광진구 동일로22길 63
MA010120220803768620,한솔마취통증의학과의원,,보건의료,의원,기타 의원,서울특별시 광진구 천호대로 653
MA010120220803768968,금복주류,,음식,주점,요리 주점,서울특별시 광진구 아차산로33길 31
MA010120220803735933,Br마트,,소매,종합 소매,슈퍼마켓,서울특별시 광진구 영화사로5길 31
MA010120220803736285,서광기획,,과학·기술,광고,광고물 설계/제작업,서울특별시 광진구 아차산로 293
MA010120220803741443,건축사사무소보문,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,서울특별시 광진구 천호대로 676
MA010120220803746315,목포해물탕,,음식,한식,국/탕/찌개류,서울특별시 광진구 광나루로36길 52
MA010120220803746640,원조순대국,,음식,한식,국/탕/찌개류,서울특별시 광진구 뚝섬로30길 47
MA010120220803746648,메카참치,,음식,일식,일식 회/초밥,서울특별시 광진구 동일로62길 47
MA010120220803730614,창바위황태,,음식,한식,백반/한정식,서울특별시 광진구 능동로 302
MA010120220803736302,이름있는옷집,,소매,섬유·의복·신발 소매,여성 의류 소매업,서울특별시 광진구 능동로49길 18
MA010120220803736312,도울컴센타,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803736041,주주정보통신,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803741221,세아통신,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803741224,주먹구구,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 광나루로 404
MA010120220803730315,소프레사컨셉살롱구샤크헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 자양번영로 45
MA010120220803741251,풍년부동산중개인사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 면목로 61
MA010120220803746442,쎄븐일레븐구의,,소매,종합 소매,편의점,서울특별시 광진구 아차산로 471
MA010120220803716408,파크랜드서울,,소매,섬유·의복·신발 소매,남성 의류 소매업,서울특별시 광진구 용마산로 16
MA010120220803720616,동네설비,,수리·개인,기타 가정용품 수리,그 외 기타 개인/가정용품 수리업,서울특별시 광진구 긴고랑로36길 7
MA010120220803746546,영미오리탕,,음식,한식,닭/오리고기 구이/찜,서울특별시 광진구 동일로60길 53
MA010120220803720696,시크핏,,소매,섬유·의복·신발 소매,기타 의류 소매업,서울특별시 광진구 능동로49길 24
MA010120220803746900,라뉘,,음식,서양식,경양식,서울특별시 광진구 광나루로 595
MA010120220803731326,이브자리,,소매,섬유·의복·신발 소매,침구류/커튼 소매업,서울특별시 광진구 영화사로 16
MA010120220803736867,동서울동물병원,,과학·기술,수의,동물병원,서울특별시 광진구 아차산로 493
MA010120220803736882,우성디자인,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,서울특별시 광진구 동일로76가길 42
MA010120220803831256,부영전자,,소매,가전·통신 소매,가전제품 소매업,서울특별시 광진구 영화사로 22
MA010120220803831271,정립기전,,수리·개인,기타 가정용품 수리,그 외 기타 개인/가정용품 수리업,서울특별시 광진구 능동로49길 9
MA010120220803831630,금성수퍼,,소매,종합 소매,슈퍼마켓,서울특별시 광진구 긴고랑로46가길 44
MA010120220803831631,우성,,수리·개인,이용·미용,미용실,서울특별시 광진구 용마산로 96
MA010120220803775194,삼일민물장어,,음식,한식,해산물 구이/찜,서울특별시 광진구 천호대로 685
MA010120220803779869,서울동물병원,,과학·기술,수의,동물병원,서울특별시 광진구 천호대로 623-1
MA010120220803779870,호운래,,음식,중식,중국집,서울특별시 광진구 동일로18길 47
MA010120220803764341,테크노정보기술,,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,서울특별시 광진구 광나루로56길 85
MA010120220803764344,파리바게뜨,,음식,기타 간이,빵/도넛,서울특별시 광진구 능동로 209
